document_type,role,permlevel,if_owner,apply_user_permissions,select,read,write,create,delete,submit,cancel,amend,report,export,import,share,print,email,set_user_permissions,mask,notes
Requisition Tender Handoff,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Freezes scope into tendering.
Requisition Tender Handoff,Requestor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Retention Register,Accounting Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Retention Register,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Retention Register,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive approval note.
Retention Register,Accounts Payable Officer,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Financial control ledger.
Retention Register,Accounts Payable Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.
Retention Register,Finance/Budget Officer,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Financial control ledger.
Retention Register,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.
Retention Register,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Retention Register,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Retention Register,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forensic metadata.
Spend Category,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Spend Category,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Spend Category,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Spend Category,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Spend Category,Planning Authority,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Reference master.
Spend Category,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Strategic Objective,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Strategic Objective,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Strategic Objective,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Strategic Objective,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Strategic Objective,Planning Authority,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Reference master used downstream.
Strategic Objective,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Operational reference use only.
Supplier Bank Detail,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Supplier Bank Detail,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive approval note.
Supplier Bank Detail,Finance/Budget Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Bank data restricted.
Supplier Bank Detail,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.
Supplier Bank Detail,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Supplier Bank Detail,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Supplier Bank Detail,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Forensic metadata.
Supplier Bank Detail,Supplier Registration Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Bank data restricted.
Supplier Bank Detail,Supplier Registration Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.
Supplier Beneficial Ownership,Accounting Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Supplier Beneficial Ownership,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Supplier Beneficial Ownership,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Enhanced due diligence decision note.
Supplier Beneficial Ownership,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read controlled record.
Supplier Beneficial Ownership,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted finance fields.
Supplier Beneficial Ownership,Supplier Registration Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Restricted due diligence data.
Supplier Beneficial Ownership,Supplier Registration Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monetary/bank/control fields.
Supplier Category Registration,Head of Procurement,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive decision note.
Supplier Category Registration,Internal Auditor,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read status.
Supplier Category Registration,Procurement Officer,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read status.
Supplier Category Registration,Supplier Bidder User,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read status.
Supplier Category Registration,Supplier Registration Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Eligibility by category/class.
Supplier Category Registration,Supplier Registration Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Approval/expiry fields.
Supplier Compliance Document,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted verification fields.
Supplier Compliance Document,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Approval/rejection/suspension notes.
Supplier Compliance Document,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read supplier submission.
Supplier Compliance Document,Head of Procurement,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Approval/rejection/suspension notes.
Supplier Compliance Document,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read supplier submission.
Supplier Compliance Document,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted verification fields.
Supplier Compliance Document,Supplier Bidder User,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Expiry and verification sensitive.
Supplier Compliance Document,Supplier Registration Officer,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Verification/review by workflow.
Supplier Compliance Document,Supplier Registration Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Verification / tax-sensitive fields.
Supplier Master,Finance/Budget Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Supplier Master,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Supplier Master,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Supplier Master,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Supplier Master,Supplier Registration Officer,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Status changes only via action record.
Supplier Performance Baseline,Contract Manager,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Starting performance/risk baseline.
Supplier Performance Baseline,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Supplier Performance Baseline,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Starting performance/risk baseline.
Supplier Registration Application,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted verification fields.
Supplier Registration Application,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Approval/rejection/suspension notes.
Supplier Registration Application,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read supplier submission.
Supplier Registration Application,Head of Procurement,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Approval/rejection/suspension notes.
Supplier Registration Application,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read supplier submission.
Supplier Registration Application,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted verification fields.
Supplier Registration Application,Supplier Bidder User,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Supplier sees own application only.
Supplier Registration Application,Supplier Registration Officer,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Verification/review by workflow.
Supplier Registration Application,Supplier Registration Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Verification / tax-sensitive fields.
Supplier Renewal Review,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Supplier Renewal Review,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Supplier Renewal Review,Supplier Registration Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Periodic refresh.
Supplier Status Action,Accounting Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Only route for substantive status change.
Supplier Status Action,Accounting Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial/legal/verification fields.; Read restricted fields.
Supplier Status Action,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive decision note.
Supplier Status Action,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Supplier Status Action,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted fields.
Supplier Status Action,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Supplier Status Action,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Supplier Status Action,Supplier Registration Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Only route for substantive status change.
Supplier Status Action,Supplier Registration Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial/legal/verification fields.
Suspension Debarment Register,Accounting Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Active record blocks bidding/award.
Suspension Debarment Register,Accounting Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial/legal/verification fields.; Read restricted fields.
Suspension Debarment Register,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive decision note.
Suspension Debarment Register,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Suspension Debarment Register,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted fields.
Suspension Debarment Register,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Suspension Debarment Register,Procurement Officer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Suspension Debarment Register,Supplier Registration Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Active record blocks bidding/award.
Suspension Debarment Register,Supplier Registration Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial/legal/verification fields.
Tender,Accounting Officer,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read finance-sensitive tender fields.
Tender,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Estimated value and finance-sensitive fields.
Tender,Head of Procurement,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Setup roles should not see sealed bid content.
Tender,Head of Procurement,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive tender approval notes.
Tender,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read tender setup.
Tender,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read finance-sensitive tender fields.
Tender,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Publication lock/hash metadata.
Tender,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read tender setup.
Tender,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Setup roles should not see sealed bid content.
Tender,Procurement Officer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Internal setup notes.
Tender Addendum,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Tender Addendum,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Published change evidence.
Tender Clarification,Head of Procurement,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Sensitive response/approval note.
Tender Clarification,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Published clarifications only should be visible to suppliers.
Tender Clarification,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Published clarifications only should be visible to suppliers.
Tender Clarification,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,Visibility controlled by response type.
Tender Clarification,Procurement Officer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Internal handling note.
Tender Clarification,Supplier Bidder User,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Published clarifications only should be visible to suppliers.
Tender Document Pack,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Finance-sensitive fields.
Tender Document Pack,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read setup record.
Tender Document Pack,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read setup record.
Tender Document Pack,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read setup record.
Tender Document Pack,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,No publication without complete pack.
Tender Document Pack,Procurement Officer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Internal setup notes.
Tender Document Version,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Tender Document Version,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hash/lock/forensic metadata.
Tender Document Version,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Tender Document Version,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Immutable once published.
Tender Eligibility Rule,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Tender Eligibility Rule,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Tender Eligibility Rule,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Specific eligibility criteria.
Tender Evaluation Scheme,Evaluation Committee Chair,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Cannot change ad hoc after publication.
Tender Evaluation Scheme,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Tender Evaluation Scheme,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Tender Evaluation Scheme,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Cannot change ad hoc after publication.
Tender Lot,Finance/Budget Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Finance-sensitive fields.
Tender Lot,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read setup record.
Tender Lot,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read setup record.
Tender Lot,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read setup record.
Tender Lot,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Lot structure.
Tender Lot,Procurement Officer,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Internal setup notes.
Tender Notification Log,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Tender Notification Log,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Tender Notification Log,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,All bidder notices.
Tender Publication Record,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Tender Publication Record,Internal Auditor,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hash/lock/forensic metadata.
Tender Publication Record,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Tender Publication Record,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Immutable publication audit.
Tender Security Rule,Head of Procurement,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Tender Security Rule,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Reference/master read access.
Tender Security Rule,Procurement Officer,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,Bid security master per tender.
Termination Record,Accounting Officer,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Executive/forensic notes restricted.
Termination Record,Accounting Officer,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial/legal/verification fields.; Read restricted fields.
Termination Record,Accounting Officer,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Executive decision note.
Termination Record,Contract Manager,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,Executive/forensic notes restricted.
Termination Record,Contract Manager,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Financial/legal/verification fields.
Termination Record,Internal Auditor,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
Termination Record,Internal Auditor,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Read restricted fields.
Termination Record,Oversight Viewer,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,Read-only audit/oversight.
